theta_deg,phi_deg,gain_dBi
13.0,350.0,-3.0250
13.0,355.0,-2.3045
13.0,360.0,-1.6334
14.0,0.0,-1.6834
14.0,5.0,-1.0166
14.0,10.0,-0.4041
14.0,15.0,0.1559
14.0,20.0,0.6657
14.0,25.0,1.1273
14.0,30.0,1.5428
14.0,35.0,1.9144
14.0,40.0,2.2441
14.0,45.0,2.5342
14.0,50.0,2.7867
14.0,55.0,3.0036
14.0,60.0,3.1870
14.0,65.0,3.3387
14.0,70.0,3.4604
14.0,75.0,3.5534
14.0,80.0,3.6189
14.0,85.0,3.6579
14.0,90.0,3.6708
14.0,95.0,3.6579
14.0,100.0,3.6189
14.0,105.0,3.5534
14.0,110.0,3.4604
14.0,115.0,3.3387
14.0,120.0,3.1870
14.0,125.0,3.0036
14.0,130.0,2.7867
14.0,135.0,2.5342
14.0,140.0,2.2441
14.0,145.0,1.9144
14.0,150.0,1.5428
14.0,155.0,1.1273
14.0,160.0,0.6657
14.0,165.0,0.1559
14.0,170.0,-0.4041
14.0,175.0,-1.0166
14.0,180.0,-1.6834
14.0,185.0,-2.4066
14.0,190.0,-3.1876
14.0,195.0,-4.0280
14.0,200.0,-4.9284
14.0,205.0,-5.8885
14.0,210.0,-6.9062
14.0,215.0,-7.9769
14.0,220.0,-9.0918
14.0,225.0,-10.2361
14.0,230.0,-11.3867
14.0,235.0,-12.5106
14.0,240.0,-13.5654
14.0,245.0,-14.5035
14.0,250.0,-15.2825
14.0,255.0,-15.8767
14.0,260.0,-16.2828
14.0,265.0,-16.5146
14.0,270.0,-16.5894
14.0,275.0,-16.5146
14.0,280.0,-16.2828
14.0,285.0,-15.8767
14.0,290.0,-15.2825
14.0,295.0,-14.5035
14.0,300.0,-13.5654
14.0,305.0,-12.5106
14.0,310.0,-11.3867
14.0,315.0,-10.2361
14.0,320.0,-9.0918
14.0,325.0,-7.9769
14.0,330.0,-6.9062
14.0,335.0,-5.8885
14.0,340.0,-4.9284
14.0,345.0,-4.0280
14.0,350.0,-3.1876
14.0,355.0,-2.4066
14.0,360.0,-1.6834
15.0,0.0,-1.7372
15.0,5.0,-1.0264
15.0,10.0,-0.3769
15.0,15.0,0.2143
15.0,20.0,0.7501
15.0,25.0,1.2330
15.0,30.0,1.6660
15.0,35.0,2.0515
15.0,40.0,2.3922
15.0,45.0,2.6907
15.0,50.0,2.9494
15.0,55.0,3.1708
15.0,60.0,3.3572
15.0,65.0,3.5108
15.0,70.0,3.6335
15.0,75.0,3.7270
15.0,80.0,3.7928
15.0,85.0,3.8319
15.0,90.0,3.8448
15.0,95.0,3.8319
15.0,100.0,3.7928
15.0,105.0,3.7270
15.0,110.0,3.6335
15.0,115.0,3.5108
15.0,120.0,3.3572
15.0,125.0,3.1708
15.0,130.0,2.9494
15.0,135.0,2.6907
15.0,140.0,2.3922
15.0,145.0,2.0515
15.0,150.0,1.6660
15.0,155.0,1.2330
15.0,160.0,0.7501
15.0,165.0,0.2143
15.0,170.0,-0.3769
15.0,175.0,-1.0264
15.0,180.0,-1.7372
15.0,185.0,-2.5122
15.0,190.0,-3.3545
15.0,195.0,-4.2669
15.0,200.0,-5.2520
15.0,205.0,-6.3114
15.0,210.0,-7.4449
15.0,215.0,-8.6493
15.0,220.0,-9.9155
15.0,225.0,-11.2250
15.0,230.0,-12.5448
15.0,235.0,-13.8224
15.0,240.0,-14.9866
15.0,245.0,-15.9602
15.0,250.0,-16.6883
15.0,255.0,-17.1650
15.0,260.0,-17.4338
15.0,265.0,-17.5598
15.0,270.0,-17.5953
15.0,275.0,-17.5598
15.0,280.0,-17.4338
15.0,285.0,-17.1650
15.0,290.0,-16.6883
15.0,295.0,-15.9602
15.0,300.0,-14.9866
15.0,305.0,-13.8224
15.0,310.0,-12.5448
15.0,315.0,-11.2250
15.0,320.0,-9.9155
15.0,325.0,-8.6493
15.0,330.0,-7.4449
15.0,335.0,-6.3114
15.0,340.0,-5.2520
15.0,345.0,-4.2669
15.0,350.0,-3.3545
15.0,355.0,-2.5122
15.0,360.0,-1.7372
16.0,0.0,-1.7946
16.0,5.0,-1.0405
16.0,10.0,-0.3548
16.0,15.0,0.2665
16.0,20.0,0.8270
16.0,25.0,1.3302
16.0,30.0,1.7794
16.0,35.0,2.1776
16.0,40.0,2.5281
16.0,45.0,2.8338
16.0,50.0,3.0976
16.0,55.0,3.3224
16.0,60.0,3.5108
16.0,65.0,3.6654
16.0,70.0,3.7884
16.0,75.0,3.8819
16.0,80.0,3.9475
16.0,85.0,3.9863
16.0,90.0,3.9992
16.0,95.0,3.9863
16.0,100.0,3.9475
16.0,105.0,3.8819
16.0,110.0,3.7884
16.0,115.0,3.6654
16.0,120.0,3.5108
16.0,125.0,3.3224
16.0,130.0,3.0976
16.0,135.0,2.8338
16.0,140.0,2.5281
16.0,145.0,2.1776
16.0,150.0,1.7794
16.0,155.0,1.3302
16.0,160.0,0.8270
16.0,165.0,0.2665
16.0,170.0,-0.3548
16.0,175.0,-1.0405
16.0,180.0,-1.7946
16.0,185.0,-2.6214
16.0,190.0,-3.5255
16.0,195.0,-4.5116
16.0,200.0,-5.5845
16.0,205.0,-6.7485
16.0,210.0,-8.0059
16.0,215.0,-9.3553
16.0,220.0,-10.7866
16.0,225.0,-12.2732
16.0,230.0,-13.7604
16.0,235.0,-15.1536
16.0,240.0,-16.3223
16.0,245.0,-17.1469
16.0,250.0,-17.5937
16.0,255.0,-17.7422
16.0,260.0,-17.7282
16.0,265.0,-17.6717
16.0,270.0,-17.6451
16.0,275.0,-17.6717
16.0,280.0,-17.7282
16.0,285.0,-17.7422
16.0,290.0,-17.5937
16.0,295.0,-17.1469
16.0,300.0,-16.3223
16.0,305.0,-15.1536
16.0,310.0,-13.7604
16.0,315.0,-12.2732
16.0,320.0,-10.7866
16.0,325.0,-9.3553
16.0,330.0,-8.0059
16.0,335.0,-6.7485
16.0,340.0,-5.5845
16.0,345.0,-4.5116
16.0,350.0,-3.5255
16.0,355.0,-2.6214
16.0,360.0,-1.7946
17.0,0.0,-1.8558
17.0,5.0,-1.0589
17.0,10.0,-0.3378
17.0,15.0,0.3125
17.0,20.0,0.8967
17.0,25.0,1.4190
17.0,30.0,1.8832
17.0,35.0,2.2930
17.0,40.0,2.6522
17.0,45.0,2.9639
17.0,50.0,3.2318
17.0,55.0,3.4588
17.0,60.0,3.6483
17.0,65.0,3.8030
17.0,70.0,3.9257
17.0,75.0,4.0185
17.0,80.0,4.0834
17.0,85.0,4.1218
17.0,90.0,4.1345
17.0,95.0,4.1218
17.0,100.0,4.0834
17.0,105.0,4.0185
17.0,110.0,3.9257
17.0,115.0,3.8030
17.0,120.0,3.6483
17.0,125.0,3.4588
17.0,130.0,3.2318
17.0,135.0,2.9639
17.0,140.0,2.6522
17.0,145.0,2.2930
17.0,150.0,1.8832
17.0,155.0,1.4190
17.0,160.0,0.8967
17.0,165.0,0.3125
17.0,170.0,-0.3378
17.0,175.0,-1.0589
17.0,180.0,-1.8558
17.0,185.0,-2.7342
17.0,190.0,-3.7006
17.0,195.0,-4.7619
17.0,200.0,-5.9259
17.0,205.0,-7.1999
17.0,210.0,-8.5898
17.0,215.0,-10.0958
17.0,220.0,-11.7043
17.0,225.0,-13.3710
17.0,230.0,-14.9934
17.0,235.0,-16.3884
17.0,240.0,-17.3344
17.0,245.0,-17.7237
17.0,250.0,-17.6683
17.0,255.0,-17.3963
17.0,260.0,-17.0994
17.0,265.0,-16.8883
17.0,270.0,-16.8133
17.0,275.0,-16.8883
17.0,280.0,-17.0994
17.0,285.0,-17.3963
17.0,290.0,-17.6683
17.0,295.0,-17.7237
17.0,300.0,-17.3344
17.0,305.0,-16.3884
17.0,310.0,-14.9934
17.0,315.0,-13.3710
17.0,320.0,-11.7043
17.0,325.0,-10.0958
17.0,330.0,-8.5898
17.0,335.0,-7.1999
17.0,340.0,-5.9259
17.0,345.0,-4.7619
17.0,350.0,-3.7006
17.0,355.0,-2.7342
17.0,360.0,-1.8558
18.0,0.0,-1.9207
18.0,5.0,-1.0817
18.0,10.0,-0.3261
18.0,15.0,0.3523
18.0,20.0,0.9592
18.0,25.0,1.4994
18.0,30.0,1.9776
18.0,35.0,2.3980
18.0,40.0,2.7646
18.0,45.0,3.0814
18.0,50.0,3.3522
18.0,55.0,3.5806
18.0,60.0,3.7702
18.0,65.0,3.9242
18.0,70.0,4.0457
18.0,75.0,4.1373
18.0,80.0,4.2011
18.0,85.0,4.2387
18.0,90.0,4.2511
18.0,95.0,4.2387
18.0,100.0,4.2011
18.0,105.0,4.1373
18.0,110.0,4.0457
18.0,115.0,3.9242
18.0,120.0,3.7702
18.0,125.0,3.5806
18.0,130.0,3.3522
18.0,135.0,3.0814
18.0,140.0,2.7646
18.0,145.0,2.3980
18.0,150.0,1.9776
18.0,155.0,1.4994
18.0,160.0,0.9592
18.0,165.0,0.3523
18.0,170.0,-0.3261
18.0,175.0,-1.0817
18.0,180.0,-1.9207
18.0,185.0,-2.8505
18.0,190.0,-3.8796
18.0,195.0,-5.0178
18.0,200.0,-6.2760
18.0,205.0,-7.6659
18.0,210.0,-9.1971
18.0,215.0,-10.8710
18.0,220.0,-12.6646
18.0,225.0,-14.4942
18.0,230.0,-16.1578
18.0,235.0,-17.3242
18.0,240.0,-17.7387
18.0,245.0,-17.5051
18.0,250.0,-16.9646
18.0,255.0,-16.3968
18.0,260.0,-15.9431
18.0,265.0,-15.6592
18.0,270.0,-15.5632
18.0,275.0,-15.6592
18.0,280.0,-15.9431
18.0,285.0,-16.3968
18.0,290.0,-16.9646
18.0,295.0,-17.5051
18.0,300.0,-17.7387
18.0,305.0,-17.3242
18.0,310.0,-16.1578
18.0,315.0,-14.4942
18.0,320.0,-12.6646
18.0,325.0,-10.8710
18.0,330.0,-9.1971
18.0,335.0,-7.6659
18.0,340.0,-6.2760
18.0,345.0,-5.0178
18.0,350.0,-3.8796
18.0,355.0,-2.8505
18.0,360.0,-1.9207
19.0,0.0,-1.9893
19.0,5.0,-1.1088
19.0,10.0,-0.3196
19.0,15.0,0.3860
19.0,20.0,1.0144
19.0,25.0,1.5716
19.0,30.0,2.0627
19.0,35.0,2.4926
19.0,40.0,2.8657
19.0,45.0,3.1865
19.0,50.0,3.4593
19.0,55.0,3.6881
19.0,60.0,3.8769
19.0,65.0,4.0294
19.0,70.0,4.1490
19.0,75.0,4.2387
19.0,80.0,4.3010
19.0,85.0,4.3376
19.0,90.0,4.3497
19.0,95.0,4.3376
19.0,100.0,4.3010
19.0,105.0,4.2387
19.0,110.0,4.1490
19.0,115.0,4.0294
19.0,120.0,3.8769
19.0,125.0,3.6881
19.0,130.0,3.4593
19.0,135.0,3.1865
19.0,140.0,2.8657
19.0,145.0,2.4926
19.0,150.0,2.0627
19.0,155.0,1.5716
19.0,160.0,1.0144
19.0,165.0,0.3860
19.0,170.0,-0.3196
19.0,175.0,-1.1088
19.0,180.0,-1.9893
19.0,185.0,-2.9703
19.0,190.0,-4.0626
19.0,195.0,-5.2791
19.0,200.0,-6.6349
19.0,205.0,-8.1464
19.0,210.0,-9.8278
19.0,215.0,-11.6795
19.0,220.0,-13.6563
19.0,225.0,-15.5925
19.0,230.0,-17.1055
19.0,235.0,-17.7300
19.0,240.0,-17.4361
19.0,245.0,-16.6734
19.0,250.0,-15.8508
19.0,255.0,-15.1583
19.0,260.0,-14.6561
19.0,265.0,-14.3559
19.0,270.0,-14.2563
19.0,275.0,-14.3559
19.0,280.0,-14.6561
19.0,285.0,-15.1583
19.0,290.0,-15.8508
19.0,295.0,-16.6734
19.0,300.0,-17.4361
19.0,305.0,-17.7300
19.0,310.0,-17.1055
19.0,315.0,-15.5925
19.0,320.0,-13.6563
19.0,325.0,-11.6795
19.0,330.0,-9.8278
19.0,335.0,-8.1464
19.0,340.0,-6.6349
19.0,345.0,-5.2791
19.0,350.0,-4.0626
19.0,355.0,-2.9703
19.0,360.0,-1.9893
20.0,0.0,-2.0617
20.0,5.0,-1.1403
20.0,10.0,-0.3183
20.0,15.0,0.4135
20.0,20.0,1.0626
20.0,25.0,1.6357
20.0,30.0,2.1388
20.0,35.0,2.5771
20.0,40.0,2.9558
20.0,45.0,3.2796
20.0,50.0,3.5534
20.0,55.0,3.7816
20.0,60.0,3.9687
20.0,65.0,4.1189
20.0,70.0,4.2360
20.0,75.0,4.3233
20.0,80.0,4.3836
20.0,85.0,4.4189
20.0,90.0,4.4305
20.0,95.0,4.4189
20.0,100.0,4.3836
20.0,105.0,4.3233
20.0,110.0,4.2360
20.0,115.0,4.1189
20.0,120.0,3.9687
20.0,125.0,3.7816
20.0,130.0,3.5534
20.0,135.0,3.2796
20.0,140.0,2.9558
20.0,145.0,2.5771
20.0,150.0,2.1388
20.0,155.0,1.6357
20.0,160.0,1.0626
20.0,165.0,0.4135
20.0,170.0,-0.3183
20.0,175.0,-1.1403
20.0,180.0,-2.0617
20.0,185.0,-3.0936
20.0,190.0,-4.2494
20.0,195.0,-5.5458
20.0,200.0,-7.0024
20.0,205.0,-8.6416
20.0,210.0,-10.4817
20.0,215.0,-12.5177
20.0,220.0,-14.6573
20.0,225.0,-16.5774
20.0,230.0,-17.6526
20.0,235.0,-17.5180
20.0,240.0,-16.6221
20.0,245.0,-15.5684
20.0,250.0,-14.6448
20.0,255.0,-13.9312
20.0,260.0,-13.4341
20.0,265.0,-13.1425
20.0,270.0,-13.0465
20.0,275.0,-13.1425
20.0,280.0,-13.4341
20.0,285.0,-13.9312
20.0,290.0,-14.6448
20.0,295.0,-15.5684
20.0,300.0,-16.6221
20.0,305.0,-17.5180
20.0,310.0,-17.6526
20.0,315.0,-16.5774
20.0,320.0,-14.6573
20.0,325.0,-12.5177
20.0,330.0,-10.4817
20.0,335.0,-8.6416
20.0,340.0,-7.0024
20.0,345.0,-5.5458
20.0,350.0,-4.2494
20.0,355.0,-3.0936
20.0,360.0,-2.0617
21.0,0.0,-2.1378
21.0,5.0,-1.1762
21.0,10.0,-0.3222
21.0,15.0,0.4348
21.0,20.0,1.1037
21.0,25.0,1.6919
21.0,30.0,2.2059
21.0,35.0,2.6518
21.0,40.0,3.0351
21.0,45.0,3.3610
21.0,50.0,3.6348
21.0,55.0,3.8616
21.0,60.0,4.0462
21.0,65.0,4.1932
21.0,70.0,4.3071
21.0,75.0,4.3914
21.0,80.0,4.4493
21.0,85.0,4.4830
21.0,90.0,4.4941
21.0,95.0,4.4830
21.0,100.0,4.4493
21.0,105.0,4.3914
21.0,110.0,4.3071
21.0,115.0,4.1932
21.0,120.0,4.0462
21.0,125.0,3.8616
21.0,130.0,3.6348
21.0,135.0,3.3610
21.0,140.0,3.0351
21.0,145.0,2.6518
21.0,150.0,2.2059
21.0,155.0,1.6919
21.0,160.0,1.1037
21.0,165.0,0.4348
21.0,170.0,-0.3222
21.0,175.0,-1.1762
21.0,180.0,-2.1378
21.0,185.0,-3.2203
21.0,190.0,-4.4399
21.0,195.0,-5.8176
21.0,200.0,-7.3784
21.0,205.0,-9.1511
21.0,210.0,-11.1581
21.0,215.0,-13.3784
21.0,220.0,-15.6271
21.0,225.0,-17.3226
21.0,230.0,-17.6828
21.0,235.0,-16.8307
21.0,240.0,-15.5838
21.0,245.0,-14.4284
21.0,250.0,-13.5011
21.0,255.0,-12.8115
21.0,260.0,-12.3396
21.0,265.0,-12.0653
21.0,270.0,-11.9754
21.0,275.0,-12.0653
21.0,280.0,-12.3396
21.0,285.0,-12.8115
21.0,290.0,-13.5011
21.0,295.0,-14.4284
21.0,300.0,-15.5838
21.0,305.0,-16.8307
21.0,310.0,-17.6828
21.0,315.0,-17.3226
21.0,320.0,-15.6271
21.0,325.0,-13.3784
21.0,330.0,-11.1581
21.0,335.0,-9.1511
21.0,340.0,-7.3784
21.0,345.0,-5.8176
21.0,350.0,-4.4399
21.0,355.0,-3.2203
21.0,360.0,-2.1378
22.0,0.0,-2.2177
22.0,5.0,-1.2166
22.0,10.0,-0.3314
22.0,15.0,0.4501
22.0,20.0,1.1378
22.0,25.0,1.7401
22.0,30.0,2.2643
22.0,35.0,2.7168
22.0,40.0,3.1038
22.0,45.0,3.4309
22.0,50.0,3.7039
22.0,55.0,3.9283
22.0,60.0,4.1095
22.0,65.0,4.2527
22.0,70.0,4.3626
22.0,75.0,4.4434
22.0,80.0,4.4985
22.0,85.0,4.5304
22.0,90.0,4.5409
22.0,95.0,4.5304
22.0,100.0,4.4985
22.0,105.0,4.4434
22.0,110.0,4.3626
22.0,115.0,4.2527
22.0,120.0,4.1095
22.0,125.0,3.9283
22.0,130.0,3.7039
22.0,135.0,3.4309
22.0,140.0,3.1038
22.0,145.0,2.7168
22.0,150.0,2.2643
22.0,155.0,1.7401
22.0,160.0,1.1378
22.0,165.0,0.4501
22.0,170.0,-0.3314
22.0,175.0,-1.2166
22.0,180.0,-2.2177
22.0,185.0,-3.3503
22.0,190.0,-4.6341
22.0,195.0,-6.0944
22.0,200.0,-7.7627
22.0,205.0,-9.6748
22.0,210.0,-11.8549
22.0,215.0,-14.2482
22.0,220.0,-16.5024
22.0,225.0,-17.7018
22.0,230.0,-17.2445
22.0,235.0,-15.9049
22.0,240.0,-14.5171
22.0,245.0,-13.3613
22.0,250.0,-12.4713
22.0,255.0,-11.8214
22.0,260.0,-11.3805
22.0,265.0,-11.1253
22.0,270.0,-11.0417
22.0,275.0,-11.1253
22.0,280.0,-11.3805
22.0,285.0,-11.8214
22.0,290.0,-12.4713
22.0,295.0,-13.3613
22.0,300.0,-14.5171
22.0,305.0,-15.9049
22.0,310.0,-17.2445
22.0,315.0,-17.7018
22.0,320.0,-16.5024
22.0,325.0,-14.2482
22.0,330.0,-11.8549
22.0,335.0,-9.6748
22.0,340.0,-7.7627
22.0,345.0,-6.0944
22.0,350.0,-4.6341
22.0,355.0,-3.3503
22.0,360.0,-2.2177
23.0,0.0,-2.3014
23.0,5.0,-1.2614
23.0,10.0,-0.3459
23.0,15.0,0.4592
23.0,20.0,1.1649
23.0,25.0,1.7806
23.0,30.0,2.3141
23.0,35.0,2.7724
23.0,40.0,3.1622
23.0,45.0,3.4896
23.0,50.0,3.7609
23.0,55.0,3.9821
23.0,60.0,4.1592
23.0,65.0,4.2978
23.0,70.0,4.4031
23.0,75.0,4.4797
23.0,80.0,4.5316
23.0,85.0,4.5616
23.0,90.0,4.5713
23.0,95.0,4.5616
23.0,100.0,4.5316
23.0,105.0,4.4797
23.0,110.0,4.4031
23.0,115.0,4.2978
23.0,120.0,4.1592
23.0,125.0,3.9821
23.0,130.0,3.7609
23.0,135.0,3.4896
23.0,140.0,3.1622
23.0,145.0,2.7724
23.0,150.0,2.3141
23.0,155.0,1.7806
23.0,160.0,1.1649
23.0,165.0,0.4592
23.0,170.0,-0.3459
23.0,175.0,-1.2614
23.0,180.0,-2.3014
23.0,185.0,-3.4837
23.0,190.0,-4.8318
23.0,195.0,-6.3760
23.0,200.0,-8.1550
23.0,205.0,-10.2121
23.0,210.0,-12.5689
23.0,215.0,-15.1055
23.0,220.0,-17.1981
23.0,225.0,-17.6613
23.0,230.0,-16.5074
23.0,235.0,-14.9208
23.0,240.0,-13.5136
23.0,245.0,-12.4016
23.0,250.0,-11.5629
23.0,255.0,-10.9559
23.0,260.0,-10.5461
23.0,265.0,-10.3094
23.0,270.0,-10.2320
23.0,275.0,-10.3094
23.0,280.0,-10.5461
23.0,285.0,-10.9559
23.0,290.0,-11.5629
23.0,295.0,-12.4016
23.0,300.0,-13.5136
23.0,305.0,-14.9208
23.0,310.0,-16.5074
23.0,315.0,-17.6613
23.0,320.0,-17.1981
23.0,325.0,-15.1055
23.0,330.0,-12.5689
23.0,335.0,-10.2121
23.0,340.0,-8.1550
23.0,345.0,-6.3760
23.0,350.0,-4.8318
23.0,355.0,-3.4837
23.0,360.0,-2.3014
24.0,0.0,-2.3888
24.0,5.0,-1.3107
24.0,10.0,-0.3656
24.0,15.0,0.4622
24.0,20.0,1.1852
24.0,25.0,1.8134
24.0,30.0,2.3554
24.0,35.0,2.8188
24.0,40.0,3.2105
24.0,45.0,3.5375
24.0,50.0,3.8063
24.0,55.0,4.0235
24.0,60.0,4.1955
24.0,65.0,4.3287
24.0,70.0,4.4288
24.0,75.0,4.5009
24.0,80.0,4.5491
24.0,85.0,4.5768
24.0,90.0,4.5858
24.0,95.0,4.5768
24.0,100.0,4.5491
24.0,105.0,4.5009
24.0,110.0,4.4288
24.0,115.0,4.3287
24.0,120.0,4.1955
24.0,125.0,4.0235
24.0,130.0,3.8063
24.0,135.0,3.5375
24.0,140.0,3.2105
24.0,145.0,2.8188
24.0,150.0,2.3554
24.0,155.0,1.8134
24.0,160.0,1.1852
24.0,165.0,0.4622
24.0,170.0,-0.3656
24.0,175.0,-1.3107
24.0,180.0,-2.3888
24.0,185.0,-3.6205
24.0,190.0,-5.0330
24.0,195.0,-6.6623
24.0,200.0,-8.5551
24.0,205.0,-10.7622
24.0,210.0,-13.2947
24.0,215.0,-15.9173
24.0,220.0,-17.6278
24.0,225.0,-17.2598
24.0,230.0,-15.6432
24.0,235.0,-13.9734
24.0,240.0,-12.6051
24.0,245.0,-11.5526
24.0,250.0,-10.7674
24.0,255.0,-10.2022
24.0,260.0,-9.8215
24.0,265.0,-9.6020
24.0,270.0,-9.5303
24.0,275.0,-9.6020
24.0,280.0,-9.8215
24.0,285.0,-10.2022
24.0,290.0,-10.7674
24.0,295.0,-11.5526
24.0,300.0,-12.6051
24.0,305.0,-13.9734
24.0,310.0,-15.6432
24.0,315.0,-17.2598
24.0,320.0,-17.6278
24.0,325.0,-15.9173
24.0,330.0,-13.2947
24.0,335.0,-10.7622
24.0,340.0,-8.5551
24.0,345.0,-6.6623
24.0,350.0,-5.0330
24.0,355.0,-3.6205
24.0,360.0,-2.3888
25.0,0.0,-2.4800
25.0,5.0,-1.3644
25.0,10.0,-0.3906
25.0,15.0,0.4592
25.0,20.0,1.1986
25.0,25.0,1.8386
25.0,30.0,2.3884
25.0,35.0,2.8560
25.0,40.0,3.2491
25.0,45.0,3.5748
25.0,50.0,3.8402
25.0,55.0,4.0526
25.0,60.0,4.2189
25.0,65.0,4.3460
25.0,70.0,4.4403
25.0,75.0,4.5072
25.0,80.0,4.5515
25.0,85.0,4.5767
25.0,90.0,4.5848
25.0,95.0,4.5767
25.0,100.0,4.5515
25.0,105.0,4.5072
25.0,110.0,4.4403
25.0,115.0,4.3460
25.0,120.0,4.2189
25.0,125.0,4.0526
25.0,130.0,3.8402
25.0,135.0,3.5748
25.0,140.0,3.2491
25.0,145.0,2.8560
25.0,150.0,2.3884
25.0,155.0,1.8386
25.0,160.0,1.1986
25.0,165.0,0.4592
25.0,170.0,-0.3906
25.0,175.0,-1.3644
25.0,180.0,-2.4800
25.0,185.0,-3.7605
25.0,190.0,-5.2374
25.0,195.0,-6.9531
25.0,200.0,-8.9626
25.0,205.0,-11.3238
25.0,210.0,-14.0244
25.0,215.0,-16.6388
25.0,220.0,-17.7415
25.0,225.0,-16.6249
25.0,230.0,-14.7643
25.0,235.0,-13.1019
25.0,240.0,-11.7960
25.0,245.0,-10.8064
25.0,250.0,-10.0727
25.0,255.0,-9.5463
25.0,260.0,-9.1925
25.0,265.0,-8.9888
25.0,270.0,-8.9223
25.0,275.0,-8.9888
25.0,280.0,-9.1925
25.0,285.0,-9.5463
25.0,290.0,-10.0727
25.0,295.0,-10.8064
25.0,300.0,-11.7960
25.0,305.0,-13.1019
25.0,310.0,-14.7643
25.0,315.0,-16.6249
25.0,320.0,-17.7415
25.0,325.0,-16.6388
25.0,330.0,-14.0244
25.0,335.0,-11.3238
25.0,340.0,-8.9626
25.0,345.0,-6.9531
25.0,350.0,-5.2374
25.0,355.0,-3.7605
25.0,360.0,-2.4800
26.0,0.0,-2.5750
26.0,5.0,-1.4228
26.0,10.0,-0.4210
26.0,15.0,0.4500
26.0,20.0,1.2052
26.0,25.0,1.8563
26.0,30.0,2.4132
26.0,35.0,2.8845
26.0,40.0,3.2781
26.0,45.0,3.6017
26.0,50.0,3.8631
26.0,55.0,4.0698
26.0,60.0,4.2297
26.0,65.0,4.3501
26.0,70.0,4.4379
26.0,75.0,4.4992
26.0,80.0,4.5392
26.0,85.0,4.5617
26.0,90.0,4.5689
26.0,95.0,4.5617
26.0,100.0,4.5392
26.0,105.0,4.4992
26.0,110.0,4.4379
26.0,115.0,4.3501
26.0,120.0,4.2297
26.0,125.0,4.0698
26.0,130.0,3.8631
26.0,135.0,3.6017
26.0,140.0,3.2781
26.0,145.0,2.8845
26.0,150.0,2.4132
26.0,155.0,1.8563
26.0,160.0,1.2052
26.0,165.0,0.4500
26.0,170.0,-0.4210
26.0,175.0,-1.4228
26.0,180.0,-2.5750
26.0,185.0,-3.9038
26.0,190.0,-5.4451
26.0,195.0,-7.2481
26.0,200.0,-9.3770
26.0,205.0,-11.8954
26.0,210.0,-14.7461
26.0,215.0,-17.2174
26.0,220.0,-17.5542
26.0,225.0,-15.8812
26.0,230.0,-13.9282
26.0,235.0,-12.3168
26.0,240.0,-11.0805
26.0,245.0,-10.1519
26.0,250.0,-9.4662
26.0,255.0,-8.9756
26.0,260.0,-8.6465
26.0,265.0,-8.4573
26.0,270.0,-8.3955
26.0,275.0,-8.4573
26.0,280.0,-8.6465
26.0,285.0,-8.9756
26.0,290.0,-9.4662
26.0,295.0,-10.1519
26.0,300.0,-11.0805
26.0,305.0,-12.3168
26.0,310.0,-13.9282
26.0,315.0,-15.8812
26.0,320.0,-17.5542
26.0,325.0,-17.2174
26.0,330.0,-14.7461
26.0,335.0,-11.8954
26.0,340.0,-9.3770
26.0,345.0,-7.2481
26.0,350.0,-5.4451
26.0,355.0,-3.9038
26.0,360.0,-2.5750
27.0,0.0,-2.6738
27.0,5.0,-1.4857
27.0,10.0,-0.4566
27.0,15.0,0.4349
27.0,20.0,1.2051
27.0,25.0,1.8666
27.0,30.0,2.4300
27.0,35.0,2.9042
27.0,40.0,3.2977
27.0,45.0,3.6186
27.0,50.0,3.8751
27.0,55.0,4.0756
27.0,60.0,4.2283
27.0,65.0,4.3413
27.0,70.0,4.4221
27.0,75.0,4.4774
27.0,80.0,4.5128
27.0,85.0,4.5324
27.0,90.0,4.5386
27.0,95.0,4.5324
27.0,100.0,4.5128
27.0,105.0,4.4774
27.0,110.0,4.4221
27.0,115.0,4.3413
27.0,120.0,4.2283
27.0,125.0,4.0756
27.0,130.0,3.8751
27.0,135.0,3.6186
27.0,140.0,3.2977
27.0,145.0,2.9042
27.0,150.0,2.4300
27.0,155.0,1.8666
27.0,160.0,1.2051
27.0,165.0,0.4349
27.0,170.0,-0.4566
27.0,175.0,-1.4857
27.0,180.0,-2.6738
27.0,185.0,-4.0503
27.0,190.0,-5.6559
27.0,195.0,-7.5471
27.0,200.0,-9.7979
27.0,205.0,-12.4746
27.0,210.0,-15.4438
27.0,215.0,-17.6042
27.0,220.0,-17.1368
27.0,225.0,-15.1150
27.0,230.0,-13.1586
27.0,235.0,-11.6165
27.0,240.0,-10.4497
27.0,245.0,-9.5782
27.0,250.0,-8.9370
27.0,255.0,-8.4793
27.0,260.0,-8.1730
27.0,265.0,-7.9971
27.0,270.0,-7.9397
27.0,275.0,-7.9971
27.0,280.0,-8.1730
27.0,285.0,-8.4793
27.0,290.0,-8.9370
27.0,295.0,-9.5782
27.0,300.0,-10.4497
27.0,305.0,-11.6165
27.0,310.0,-13.1586
27.0,315.0,-15.1150
27.0,320.0,-17.1368
27.0,325.0,-17.6042
27.0,330.0,-15.4438
27.0,335.0,-12.4746
27.0,340.0,-9.7979
27.0,345.0,-7.5471
27.0,350.0,-5.6559
27.0,355.0,-4.0503
27.0,360.0,-2.6738
28.0,0.0,-2.7764
28.0,5.0,-1.5532
28.0,10.0,-0.4977
28.0,15.0,0.4136
